CCG or Health Board;Practice Name;Abtard;Ebesque XL;Fencino;Venlalic XL;Grand Total
NHS DURH EASING SEDG CCG;The Horden Group Practice; 7 486,00; 6 402,00; 7 312,00;683; 21 883,00
NHS DURH EASING SEDG CCG;The New Seaham Medical Group; 1 793,00; 2 394,00;362;277; 4 826,00
NHS DURH EASING SEDG CCG;The Weardale Practice; 4 650,00;924; 2 569,00;701; 8 844,00
NHS DURH EASING SEDG CCG;Urgent Care Centre OOH;113;66;110;27;316
NHS DURH EASING SEDG CCG;Weardale Community Hospital;38;21;10;0;69
NHS DURH EASING SEDG CCG;West Cornforth Medical Centre; 2 850,00; 2 077,00; 1 339,00;0; 6 266,00
NHS DURH EASING SEDG CCG;William Brown Centre; 20 538,00; 8 663,00; 3 381,00; 1 207,00; 33 789,00
NHS DURH EASING SEDG CCG;Willington Medical Group; 5 701,00;934; 3 486,00;992; 11 113,00
NHS DURH EASING SEDG CCG;Wingate Medical Practice Intrahealth;295;855;428;512; 2 090,00
NHS E & N HERTS CCG;Abbey Road Surgery; 10 124,00;927; 3 260,00;332; 14 643,00
NHS E & N HERTS CCG;Amwell Street Surgery;221; 6 453,00; 1 289,00;505; 8 468,00
NHS E & N HERTS CCG;Ashwell Surgery;676;409;442;285; 1 812,00
NHS E & N HERTS CCG;Astonia House Surgery; 6 435,00; 3 233,00; 4 345,00; 3 776,00; 17 789,00
NHS E & N HERTS CCG;Bedwell Medical Centre; 2 650,00; 1 200,00; 3 902,00; 1 260,00; 9 012,00
NHS E & N HERTS CCG;Birchwood Surgery; 7 040,00; 3 462,00; 4 390,00; 2 292,00; 17 184,00
NHS E & N HERTS CCG;Bridge Cottage Surgery;925; 6 373,00; 3 079,00; 3 217,00; 13 594,00
NHS E & N HERTS CCG;Burvill House Surgery;819; 1 020,00;908; 1 181,00; 3 928,00
NHS E & N HERTS CCG;Canterbury Way Surgery;195; 1 698,00;437;0; 2 330,00
NHS E & N HERTS CCG;Castlegate Surgery;859; 1 011,00;702; 1 951,00; 4 523,00
NHS E & N HERTS CCG;Central Surgery;396; 1 906,00; 1 002,00; 2 313,00; 5 617,00
NHS E & N HERTS CCG;Chells Surgery; 2 533,00; 1 505,00; 3 574,00;697; 8 309,00
NHS E & N HERTS CCG;Church Street Partnership; 1 151,00; 4 414,00; 3 166,00; 4 613,00; 13 344,00
NHS E & N HERTS CCG;Church Street Surgery; 2 627,00;924; 1 745,00;201; 5 497,00
NHS E & N HERTS CCG;Courtenay House Surgery;0;540; 1 075,00;270; 1 885,00
NHS E & N HERTS CCG;Cromwell Medical Centre; 1 137,00;0; 2 291,00;21; 3 449,00
NHS E & N HERTS CCG;Cuffley And Goffs Oak Medical Practice;567; 2 364,00;561;542; 4 034,00
NHS E & N HERTS CCG;Dolphin House Surgery; 1 026,00; 4 660,00; 1 271,00;234; 7 191,00
NHS E & N HERTS CCG;En Herts Acute In-Hours Visiting Service;0;0;24;0;24
NHS E & N HERTS CCG;ENHCCG Nurse Prescribers;335;0;84;0;419
NHS E & N HERTS CCG;Hailey View Surgery;360; 1 689,00; 1 301,00;773; 4 123,00
NHS E & N HERTS CCG;Haileybury College;0;0;0;436;436
NHS E & N HERTS CCG;Hall Grove Practice; 3 123,00;400; 3 906,00; 5 008,00; 12 437,00
NHS E & N HERTS CCG;Hanscombe House Surgery; 2 420,00; 1 976,00;749;325; 5 470,00
NHS E & N HERTS CCG;Herts Urgent Care E/N OOH;52;59;88;48;247
NHS E & N HERTS CCG;High Street Surgery;392;708; 2 074,00; 1 081,00; 4 255,00
NHS E & N HERTS CCG;Isabel Hospice;0;0;0;0;0
NHS E & N HERTS CCG;King George Surgery; 3 506,00; 1 260,00; 3 970,00; 2 047,00; 10 783,00
NHS E & N HERTS CCG;Knebworth & Marymead Medical Practice; 4 927,00; 1 815,00; 2 237,00; 1 492,00; 10 471,00
NHS E & N HERTS CCG;Lister House Surgery; 1 991,00;60; 3 060,00; 1 188,00; 6 299,00
NHS E & N HERTS CCG;Manor House Surgery; 1 576,00;0;156;261; 1 993,00
NHS E & N HERTS CCG;Much Hadham Health Centre;421; 1 084,00; 1 886,00; 2 529,00; 5 920,00
NHS E & N HERTS CCG;Orchard Surgery;494;84;555;702; 1 835,00
NHS E & N HERTS CCG;Orford Lodge;261; 2 714,00; 1 020,00; 1 717,00; 5 712,00
NHS E & N HERTS CCG;Park Lane Surgery;24;223; 3 534,00;92; 3 873,00
NHS E & N HERTS CCG;Parsonage Surgery;536;36;331;582; 1 485,00
NHS E & N HERTS CCG;Peartree Lane Surgery; 9 148,00; 5 328,00; 4 940,00; 2 660,00; 22 076,00
NHS E & N HERTS CCG;Potterells Medical Centre; 1 490,00;0;576;457; 2 523,00
NHS E & N HERTS CCG;Puckeridge & Standon Surgery;162; 3 380,00; 2 288,00;281; 6 111,00
NHS E & N HERTS CCG;Regal Chambers Surgery; 3 677,00; 4 754,00;724;993; 10 148,00
NHS E & N HERTS CCG;Sawbridgeworth Medical Services;55;51; 6 826,00;754; 7 686,00
NHS E & N HERTS CCG;Shephall Way Surgery; 2 713,00; 1 260,00; 2 916,00;480; 7 369,00
NHS E & N HERTS CCG;South Street Surgery; 3 435,00; 7 748,00; 8 088,00; 1 279,00; 20 550,00
NHS E & N HERTS CCG;Spring House Health;881;541;0;252; 1 674,00
NHS E & N HERTS CCG;St Elizabeths Centre;0;0;54;0;54
NHS E & N HERTS CCG;St.Nicholas Health Centre; 2 109,00; 2 633,00; 1 879,00;708; 7 329,00
NHS E & N HERTS CCG;Stanhope Surgery; 1 157,00;326;711;0; 2 190,00
NHS E & N HERTS CCG;Stanmore Medical Group; 3 559,00; 5 605,00; 7 321,00; 3 292,00; 19 777,00
NHS E & N HERTS CCG;Stockwell Lodge Med.Ctr.;880; 1 320,00; 3 481,00; 1 430,00; 7 111,00
NHS E & N HERTS CCG;The Garden City Practice; 1 964,00; 1 806,00;684; 1 277,00; 5 731,00
NHS E & N HERTS CCG;The Garden City Surgery; 1 211,00; 1 715,00;652;48; 3 626,00
NHS E & N HERTS CCG;The Limes Surgery;239; 1 672,00; 2 357,00;290; 4 558,00
NHS E & N HERTS CCG;The Maltings Surgery;0; 1 456,00;6;19; 1 481,00
NHS E & N HERTS CCG;The Maples;312;722; 3 604,00;38; 4 676,00
NHS E & N HERTS CCG;The Medical Centre Buntingford;699; 2 034,00; 1 172,00;431; 4 336,00
NHS E & N HERTS CCG;The Nevells Road Surgery; 2 668,00; 2 254,00; 1 792,00;584; 7 298,00
NHS E & N HERTS CCG;The Portmill Surgery; 4 226,00; 4 112,00; 1 549,00; 2 595,00; 12 482,00
NHS E & N HERTS CCG;The Sollershott Surgery;219;679;364;886; 2 148,00
NHS E & N HERTS CCG;The Symonds Green Health Centre; 1 357,00; 1 421,00; 1 166,00;366; 4 310,00
NHS E & N HERTS CCG;Wallace House; 1 846,00; 4 655,00; 1 428,00; 1 164,00; 9 093,00
NHS E & N HERTS CCG;Warden Lodge Medical Practice; 5 316,00; 1 929,00; 1 756,00;0; 9 001,00
NHS E & N HERTS CCG;Ware Road Surgery;18; 1 314,00;627;48; 2 007,00
NHS E & N HERTS CCG;Watton Place Clinic;98;270; 1 113,00; 6 151,00; 7 632,00
NHS E & N HERTS CCG;Whitwell Surgery;25;315;63; 1 174,00; 1 577,00
NHS E & N HERTS CCG;Wrafton House Surgery; 3 748,00; 1 257,00;319;493; 5 817,00
NHS E LEICESTR & RUT CCG;Bushloe Surgery; 3 194,00; 3 510,00; 4 500,00; 1 349,00; 12 553,00
NHS E LEICESTR & RUT CCG;C/O The Limes Medical Centre;0;401;0;12;413
NHS E LEICESTR & RUT CCG;Countesthorpe Health Centre; 4 183,00; 1 777,00; 1 940,00;660; 8 560,00
NHS E LEICESTR & RUT CCG;County Practice; 3 029,00; 3 621,00; 1 427,00; 3 067,00; 11 144,00
NHS E LEICESTR & RUT CCG;Dr Kilpatrick And Partners; 2 479,00; 6 289,00; 3 266,00; 1 350,00; 13 384,00
NHS E LEICESTR & RUT CCG;Empingham Medical Centre; 1 130,00;921;764; 1 782,00; 4 597,00
NHS E LEICESTR & RUT CCG;Enderby Medical Centre;395; 2 645,00; 1 569,00;585; 5 194,00
NHS E LEICESTR & RUT CCG;Forest House Medical Ctr; 5 368,00; 2 301,00; 4 190,00; 2 801,00; 14 660,00
NHS E LEICESTR & RUT CCG;Glenfield Surgery; 3 062,00; 2 311,00; 1 898,00; 1 646,00; 8 917,00
NHS E LEICESTR & RUT CCG;Hazelmere Medical Centre; 1 183,00; 1 527,00; 1 244,00;577; 4 531,00
NHS E LEICESTR & RUT CCG;Kibworth Health Centre; 3 270,00;398; 1 241,00; 1 275,00; 6 184,00
NHS E LEICESTR & RUT CCG;Kingsway Surgery;983; 1 364,00; 1 978,00;895; 5 220,00
NHS E LEICESTR & RUT CCG;Latham House Medical Practice; 3 785,00; 9 145,00; 5 644,00; 3 903,00; 22 477,00
NHS E LEICESTR & RUT CCG;Leics & Rutland OOH Service;162;12;44;67;285
NHS E LEICESTR & RUT CCG;Long Clawson Medical Practice; 1 009,00;432;581; 1 484,00; 3 506,00
NHS E LEICESTR & RUT CCG;Long Street Surgery; 1 820,00; 4 065,00;147; 1 038,00; 7 070,00
NHS E LEICESTR & RUT CCG;Loros;201;0;14;0;215
NHS E LEICESTR & RUT CCG;Lpt Community Prescribers;212;0;80;0;292
NHS E LEICESTR & RUT CCG;Market Harborough Med.Ctr; 2 899,00; 16 078,00; 4 780,00; 3 638,00; 27 395,00
NHS E LEICESTR & RUT CCG;Market Harborough MIU;0;0;0;0;0
NHS E LEICESTR & RUT CCG;Market Overton & Somerby Surgeries;114;330;682; 1 521,00; 2 647,00
NHS E LEICESTR & RUT CCG;Narborough Health Centre;0;0;130;420;550
NHS E LEICESTR & RUT CCG;Northfield Medical Centre;557; 1 299,00; 1 551,00; 1 265,00; 4 672,00
NHS E LEICESTR & RUT CCG;Oadby & Wigston Walk-In Centre;24;0;72;0;96
NHS E LEICESTR & RUT CCG;Oadby Urgent Care Centre (NDUC);1;14;22;12;49
NHS E LEICESTR & RUT CCG;Oakham Medical Practice; 2 177,00; 6 401,00; 4 878,00;404; 13 860,00
NHS E LEICESTR & RUT CCG;Rosemead Drive Surgery;458;0;750;0; 1 208,00
NHS E LEICESTR & RUT CCG;Severn Surgery; 2 088,00; 1 017,00;359;0; 3 464,00
NHS E LEICESTR & RUT CCG;South Wigston Health Ctr.;722; 3 029,00; 1 983,00; 3 482,00; 9 216,00
NHS E LEICESTR & RUT CCG;Station Road Surgery;0;0;0;0;0
NHS E LEICESTR & RUT CCG;The Billesdon Surgery; 1 114,00; 2 032,00;240; 6 731,00; 10 117,00
NHS E LEICESTR & RUT CCG;The Central Surgery;601; 6 156,00; 1 077,00; 2 264,00; 10 098,00
NHS E LEICESTR & RUT CCG;The Croft Medical Centre;547; 1 370,00;456; 1 069,00; 3 442,00
NHS E LEICESTR & RUT CCG;The Husbands Bosworth Surgery;766; 1 153,00;38;637; 2 594,00
NHS E LEICESTR & RUT CCG;The Jubilee Medical Practice; 5 635,00; 4 230,00;453;733; 11 051,00
NHS E LEICESTR & RUT CCG;The Limes Medical Centre; 2 765,00;863; 3 210,00; 1 719,00; 8 557,00
NHS E LEICESTR & RUT CCG;The Masharani Practice;921;428;272;57; 1 678,00
NHS E LEICESTR & RUT CCG;The Uppingham Surgery;912; 1 650,00; 1 386,00; 2 194,00; 6 142,00
NHS E LEICESTR & RUT CCG;The Wycliffe Medical Practice; 5 942,00; 2 173,00; 1 571,00;444; 10 130,00
NHS E LEICESTR & RUT CCG;Wigston Central Surgery; 1 949,00; 2 861,00; 2 219,00; 2 634,00; 9 663,00
NHS E RIDING OF YORK CCG;Bartholomew Medical Group; 1 603,00; 3 305,00; 2 208,00; 1 226,00; 8 342,00
NHS E RIDING OF YORK CCG;Beverley & Molescroft Surgery;167; 1 601,00;143;320; 2 231,00
NHS E RIDING OF YORK CCG;Beverley OOH Service;27;0;75;4;106
NHS E RIDING OF YORK CCG;Bridlington OOH Service;89;0;19;0;108
NHS E RIDING OF YORK CCG;Brough And South Cave Medical Practice; 15 388,00; 3 418,00; 3 917,00; 1 802,00; 24 525,00
NHS E RIDING OF YORK CCG;Church View Surgery Hedon; 3 674,00; 1 801,00; 3 371,00; 3 112,00; 11 958,00
NHS E RIDING OF YORK CCG;Community Nursing;0;0;0;0;0
NHS E RIDING OF YORK CCG;Cottingham Medical Centre;621;568; 1 090,00;294; 2 573,00
NHS E RIDING OF YORK CCG;Dr AC Milner; 1 206,00;0;278; 1 337,00; 2 821,00
NHS E RIDING OF YORK CCG;Dr HS Suri's Practice; 2 076,00; 2 424,00; 1 400,00;727; 6 627,00
NHS E RIDING OF YORK CCG;Dr Mitchell;24;0;41;97;162
NHS E RIDING OF YORK CCG;Dr SA Hill And Partners; 9 393,00; 2 867,00; 5 365,00; 4 789,00; 22 414,00
NHS E RIDING OF YORK CCG;Dr SR Marshall And Partners; 1 142,00;598;6;340; 2 086,00
NHS E RIDING OF YORK CCG;Drs Kelly And Bawn;722;0; 1 040,00;231; 1 993,00
NHS E RIDING OF YORK CCG;Eastgate Medical Group Hornsea; 7 323,00; 4 675,00; 6 088,00; 9 121,00; 27 207,00
NHS E RIDING OF YORK CCG;Field House Surgery Bridlington; 3 534,00; 1 512,00; 1 178,00;574; 6 798,00
NHS E RIDING OF YORK CCG;Goole OOH Service;28;0;15;0;43
NHS E RIDING OF YORK CCG;Hancocks ME; 1 014,00;53;418;132; 1 617,00
NHS E RIDING OF YORK CCG;Hedon Group Practice; 10 450,00; 2 814,00; 2 757,00; 4 081,00; 20 102,00
NHS E RIDING OF YORK CCG;Hedon OOH Service;4;0;23;5;32
NHS E RIDING OF YORK CCG;Hessle Grange Medical Practice; 2 521,00; 1 342,00; 1 460,00; 1 294,00; 6 617,00
NHS E RIDING OF YORK CCG;Holme-Bubwith Medical Group; 1 043,00; 1 660,00;415;115; 3 233,00
NHS E RIDING OF YORK CCG;Howden Medical Practice; 1 261,00; 1 231,00; 3 029,00;289; 5 810,00
NHS E RIDING OF YORK CCG;Humber NHS Ft - Beverley Locality Team;232;0;52;0;284
NHS E RIDING OF YORK CCG;Humber NHS Ft - Brid & Driff Loc Team;422;0;230;0;652
NHS E RIDING OF YORK CCG;Humber NHS Ft - Hed Horn & With Loc Team;277;0;23;0;300
NHS E RIDING OF YORK CCG;Humber NHS Ft - Pock & Goole Loc Team;0;0;4;0;4
NHS E RIDING OF YORK CCG;Leven & Beeford Medical Practice; 3 523,00; 1 718,00; 2 921,00; 26 180,00; 34 342,00
NHS E RIDING OF YORK CCG;Manor House Surgery Bridlington; 4 659,00;858;619; 1 514,00; 7 650,00
NHS E RIDING OF YORK CCG;Market Weighton Group Practice; 1 824,00; 2 316,00; 1 359,00;974; 6 473,00
NHS E RIDING OF YORK CCG;Montague Medical Practice; 1 334,00; 2 923,00;656;0; 4 913,00
NHS E RIDING OF YORK CCG;North Beverley Medical Centre; 2 791,00; 1 060,00;298; 1 491,00; 5 640,00
NHS E RIDING OF YORK CCG;Old Fire Station Surgery; 7 932,00; 3 478,00; 5 217,00; 2 876,00; 19 503,00
NHS E RIDING OF YORK CCG;Park View Surgery;480;34;13;242;769
NHS E RIDING OF YORK CCG;Peeler House Surgery;721;0;4;167;892
NHS E RIDING OF YORK CCG;Practice 2 Medical Centre Bridlington; 3 710,00;574;929; 1 712,00; 6 925,00
NHS E RIDING OF YORK CCG;Practice 3 Medical Centre Bridlington; 1 677,00; 4 420,00; 2 806,00;960; 9 863,00
NHS E RIDING OF YORK CCG;Practice One, The Medical Centre; 1 432,00; 1 126,00;612;564; 3 734,00
NHS E RIDING OF YORK CCG;South Holderness Medical Practice; 3 711,00; 4 936,00; 1 414,00; 1 451,00; 11 512,00
NHS E RIDING OF YORK CCG;Swanland Surgery;0;0;0;0;0
NHS E RIDING OF YORK CCG;The Chestnuts;930;353;688;497; 2 468,00
NHS E RIDING OF YORK CCG;The Medical Centre Driffield; 9 805,00;624; 9 860,00; 3 394,00; 23 683,00
NHS E RIDING OF YORK CCG;The Park Surgery; 4 792,00; 1 733,00; 4 898,00; 1 158,00; 12 581,00
NHS E RIDING OF YORK CCG;The Snaith And Rawcliffe Medical Group; 1 018,00; 1 074,00; 1 156,00; 1 038,00; 4 286,00
NHS E RIDING OF YORK CCG;The Willerby Surgery; 1 035,00;264; 3 284,00;504; 5 087,00
NHS E RIDING OF YORK CCG;The Wolds View Primary Care Centre;177; 1 438,00;173;221; 2 009,00
NHS E RIDING OF YORK CCG;Walkergate Surgery; 2 426,00; 2 757,00; 1 590,00; 2 593,00; 9 366,00
NHS EALING CCG;Acton Town Medical Centre; 1 062,00;270;36;190; 1 558,00
NHS EALING CCG;Adult Community Nursing;0;0;18;0;18
NHS EALING CCG;Allenby Clinic;164;36;24;0;224
NHS EALING CCG;Belmont Medical Clinic;143; 2 421,00;16;152; 2 732,00
NHS EALING CCG;Broadmead Surgery;88;360;116;0;564
NHS EALING CCG;Brunswick Road Med.Ctr.;0;0;6;144;150
NHS EALING CCG;Chepstow Gardens Medical Centre;96;786;306;0; 1 188,00
NHS EALING CCG;Cloister Road Surgery;436; 1 344,00;322;0; 2 101,00
NHS EALING CCG;Crown Street Surgery;148; 4 647,00;25;0; 4 820,00
NHS EALING CCG;Dormers Wells Medical Centre;196; 1 356,00;598; 1 315,00; 3 465,00
NHS EALING CCG;Dr Kk Gyi's Practice;181;248;0;10;439
NHS EALING CCG;Dr Sivanesan & Partner;812; 1 230,00;124;144; 2 310,00
NHS EALING CCG;Ealing Park Health Centre; 2 548,00; 6 597,00;768;628; 10 541,00
NHS EALING CCG;Eastmead Avenue Surgery;15; 4 893,00;259;426; 5 593,00
NHS EALING CCG;Elmbank Surgery;654; 3 650,00;224;0; 4 528,00
NHS EALING CCG;Elmtrees Surgery;0;828;0;36;864
NHS EALING CCG;Elthorne Park Surgery; 1 120,00; 4 009,00;595;31; 5 755,00
NHS EALING CCG;Featherstone Road Health Centre;260; 2 424,00;24;19; 2 727,00
NHS EALING CCG;Goodcare Practice;48;365;323;288; 1 024,00
NHS EALING CCG;Gordon House Surgery;850; 6 715,00; 3 358,00;807; 11 730,00
NHS EALING CCG;Greenford Avenue Fhp; 1 023,00; 5 472,00;174;621; 7 290,00
NHS EALING CCG;Greenford Road Med.Ctr.; 3 135,00; 3 753,00;662;9; 7 559,00
NHS EALING CCG;Grosvenor House Surgery;133; 2 975,00;664;0; 3 768,00
NHS EALING CCG;Guru Nanak Medical Centre;729; 3 820,00;659;163; 5 371,00
NHS EALING CCG;Hammond Road Surgery;209; 2 740,00;4;139; 3 092,00
NHS EALING CCG;Hanwell Health Centre (Naish);462; 4 582,00;288;0; 5 332,00
NHS EALING CCG;Hanwell Health Centre (Stewart);137;120;232;0;489
NHS EALING CCG;Hillcrest Surgery; 1 956,00; 3 290,00;767;180; 6 193,00
NHS EALING CCG;Hillview Surgery;728; 2 741,00; 1 077,00;0; 4 546,00
NHS EALING CCG;Intermediate Care Ealing;0;0;1;0;1
NHS EALING CCG;Islip Manor Medical Centre;912; 3 310,00;28;244; 4 494,00
NHS EALING CCG;Jubilee Gardens Medical Centre;90; 2 124,00;40;232; 2 486,00
NHS EALING CCG;Ks Medical Centre;63; 3 048,00;815;106; 4 032,00
NHS EALING CCG;Lady Margaret Road Medical Centre;25;588;0;0;613
NHS EALING CCG;LCW Ealing CCG OOH;13;45;28;0;86
NHS EALING CCG;Mandeville Medical Centre;528; 1 065,00;684;225; 2 502,00
NHS EALING CCG;Meadow View;42; 1 005,00;22;182; 1 251,00
NHS EALING CCG;Medical Centre;0; 4 440,00;159;126; 4 725,00
NHS EALING CCG;Northfields Surgery;117; 3 364,00; 1 331,00;357; 5 169,00
NHS EALING CCG;Northolt Family Practice;348;180;298;0;826
NHS EALING CCG;Nursing Home Services;43;56;22;0;121
NHS EALING CCG;Oldfield Family Practice;860;936;70;0; 1 866,00
NHS EALING CCG;Palliative Care Consultants;0;0;0;0;0
NHS EALING CCG;Perivale Medical Clinic;0;192;0;18;210
NHS EALING CCG;Queens Walk Practice;237; 6 070,00;600;265; 7 172,00
NHS EALING CCG;Resource Centre;0;0;0;0;0
NHS EALING CCG;Ribchester Medical Centre;246;600;216;0; 1 062,00
NHS EALING CCG;Somerset Fhp O;0;144;0;0;144
NHS EALING CCG;Somerset Medical Centre;0;216;72;0;288
NHS EALING CCG;Southfield Medical Centre (Bhatt);388;54;748;0; 1 190,00
NHS EALING CCG;Southfield Medical Centre (Weber);230;823;302;24; 1 379,00
NHS EALING CCG;St.Georges Medical Ctr.;209; 1 873,00;70;0; 2 152,00
NHS EALING CCG;Sunrise Medical Centre;87;396;77;0;560
NHS EALING CCG;The Acton Health Centre;3; 2 146,00;157;487; 2 793,00
NHS EALING CCG;The Allendale Road Surgery;6; 1 269,00;48;168; 1 491,00
NHS EALING CCG;The Argyle Surgery; 2 249,00; 7 298,00; 3 894,00;178; 13 619,00
NHS EALING CCG;The Avenue Surgery; 1 067,00; 1 567,00;481;92; 3 207,00
NHS EALING CCG;The Barnabas Medical Ctre;356;960; 2 314,00;0; 3 630,00
NHS EALING CCG;The Bedford Park Surgery;0; 1 726,00;216;0; 1 940,00
NHS EALING CCG;The Boileau Road Surgery; 1 801,00; 1 334,00;137;117; 3 389,00
NHS EALING CCG;The Burlington Gardens Surgery;158; 3 090,00;0;0; 3 248,00
NHS EALING CCG;The Churchfield Road Surgery;56; 1 035,00;227;0; 1 318,00
NHS EALING CCG;The Corfton Road Surgery;616;0;60;0;676
NHS EALING CCG;The Cuckoo Lane Practice; 1 532,00; 8 672,00; 1 480,00;0; 11 684,00
NHS EALING CCG;The Family Health Practice; 1 564,00; 1 860,00;135;0; 3 559,00
NHS EALING CCG;The Florence Road Surgery;452; 7 330,00;623; 1 209,00; 9 614,00
NHS EALING CCG;The Grove Medical Practice;441; 6 248,00; 1 861,00;66; 8 616,00
NHS EALING CCG;The Horn Lane Surgery;875;692;48;403; 2 018,00
NHS EALING CCG;The Lynwood Surgery;0;0;94;0;94
NHS EALING CCG;The Mansell Road Practice;150; 3 929,00;532;0; 4 611,00
NHS EALING CCG;The Medical Centre; 1 292,00; 2 397,00;298;0; 3 978,00
NHS EALING CCG;The Mill Hill Surgery;647; 9 131,00; 1 632,00;0; 11 410,00
NHS EALING CCG;The Mwh Practice;145; 1 938,00;16;11; 2 110,00
NHS EALING CCG;The Northcote Medical Centre;49; 2 250,00;0;0; 2 299,00
NHS EALING CCG;The Pitshanger Lane Surgery;921;512;323;298; 2 054,00
NHS EALING CCG;The Saluja Clinic;24; 9 213,00;60;632; 9 929,00
NHS EALING CCG;The Southall Medical Ctr.;6; 1 848,00;261;0; 2 115,00
NHS EALING CCG;The Town Surgery;0;0;0;0;0
NHS EALING CCG;The Vale Surgery;61; 1 086,00;66;735; 1 948,00
NHS EALING CCG;Unscheduled Care Service;14;8;0;0;22
NHS EALING CCG;Waterside Medical Centre;0; 1 544,00;0;0; 1 537,00
NHS EALING CCG;Welcome Practice;511; 1 622,00; 1 190,00;624; 3 947,00
NHS EALING CCG;West End Surgery;891; 4 466,00; 2 315,00;497; 8 169,00
NHS EALING CCG;Western Avenue Surgery;300; 3 685,00;44;52; 4 081,00
NHS EALING CCG;Yeading Medical Centre;230; 1 529,00; 1 824,00;282; 3 865,00
NHS EAST LANCASHIRE CCG;Abbey Surgery; 1 343,00;222;255;0; 1 820,00
NHS EAST LANCASHIRE CCG;Avhac Registered Patients; 1 662,00;420;508;334; 2 924,00
NHS EAST LANCASHIRE CCG;Avhac Walk In Patients Wic;6;0;4;3;13
NHS EAST LANCASHIRE CCG;Barnoldswick Med Ctr; 5 075,00; 1 411,00; 3 878,00;19; 10 383,00
NHS EAST LANCASHIRE CCG;Barrowford Surgery; 1 419,00;0;542;116; 2 077,00
NHS EAST LANCASHIRE CCG;Blackburn Rd Medical Centre;668;0;823;0; 1 491,00
NHS EAST LANCASHIRE CCG;Briercliffe Surgery; 5 233,00;741; 1 976,00;460; 8 410,00
NHS EAST LANCASHIRE CCG;Brierfield Pms;0;0;0;0;0
NHS EAST LANCASHIRE CCG;Burnley Locality NMPS;0;0;50;0;50
NHS EAST LANCASHIRE CCG;Burnley Wood Medical Centre; 6 462,00; 1 333,00; 1 692,00;0; 9 487,00
NHS EAST LANCASHIRE CCG;Cabin Surgery; 1 921,00;51;159;0; 2 131,00
NHS EAST LANCASHIRE CCG;Colne Corner Surgery; 4 028,00; 1 083,00; 1 017,00;163; 6 291,00
NHS EAST LANCASHIRE CCG;Colne Road Surgery; 4 841,00;449; 1 492,00;0; 6 782,00
NHS EAST LANCASHIRE CCG;Daneshouse Medical Centre;0;224;0;0;224
NHS EAST LANCASHIRE CCG;Dept Of Elderly Medicine - Accrington;0;0;11;0;11
NHS EAST LANCASHIRE CCG;Dill Hall Surgery;539;0;133;0;672
NHS EAST LANCASHIRE CCG;Dr A K Jha (Sh); 1 216,00;145;382;0; 1 743,00
NHS EAST LANCASHIRE CCG;Dr Bello's Surgery; 1 201,00;0;776;12; 1 989,00
NHS EAST LANCASHIRE CCG;Dr DM Doherty & Partners; 10 485,00;284; 1 202,00; 1 186,00; 13 157,00
NHS EAST LANCASHIRE CCG;Dr Jehangir (Sh);530;887;102;0; 1 519,00
NHS EAST LANCASHIRE CCG;Dr Malik & Partner; 1 259,00;270;150;534; 2 213,00
NHS EAST LANCASHIRE CCG;Dr Moujaes; 1 438,00;84;556;311; 2 389,00
NHS EAST LANCASHIRE CCG;Dr THM Mackenzie & Partners; 7 082,00; 1 870,00; 1 499,00; 1 078,00; 11 529,00
NHS EAST LANCASHIRE CCG;Eagle Medical Practice;0;0;10;0;10
NHS EAST LANCASHIRE CCG;East Lancs Medical Service OOH;288;157;150;42;637
NHS EAST LANCASHIRE CCG;Edward Street Surgery; 4 173,00;863; 1 020,00;536; 6 592,00
NHS EAST LANCASHIRE CCG;ELHT NMPS;879;0;339;0; 1 218,00
NHS EAST LANCASHIRE CCG;Elms Federated Practice; 19 594,00; 2 317,00; 6 844,00;448; 29 203,00
NHS EAST LANCASHIRE CCG;Fairmore Medical Practice; 5 455,00;311; 2 535,00;207; 8 508,00
NHS EAST LANCASHIRE CCG;Great Harwood Health Centre;0;42;921;0;963
NHS EAST LANCASHIRE CCG;Great Harwood Medical Group; 2 259,00; 1 244,00; 1 350,00;893; 5 746,00
NHS EAST LANCASHIRE CCG;Harambee Surgery; 1 287,00;0; 1 031,00; 1 456,00; 3 774,00
NHS EAST LANCASHIRE CCG;High Street Surgery;0;0;0;0;0
NHS EAST LANCASHIRE CCG;Ightenhill Medical Centre;55;301;244;0;600
NHS EAST LANCASHIRE CCG;Ilex View Medical Practice; 2 179,00; 1 121,00; 3 478,00;0; 6 778,00
NHS EAST LANCASHIRE CCG;Irwell Medical Practice; 10 533,00; 1 330,00; 4 254,00;566; 16 683,00
NHS EAST LANCASHIRE CCG;Kiddrow Medical Practice; 2 139,00;0;589;864; 3 592,00
NHS EAST LANCASHIRE CCG;King Street Medical Ctr;0;630;24;0;654
NHS EAST LANCASHIRE CCG;Manchester Road Surgery; 1 257,00; 5 200,00;502;0; 6 959,00
NHS EAST LANCASHIRE CCG;Myrtle House; 2 678,00;432; 1 030,00;403; 4 543,00
NHS EAST LANCASHIRE CCG;Oswald Medical Centre; 1 598,00; 1 495,00;924;143; 4 160,00
NHS EAST LANCASHIRE CCG;Oxford Road Medical Ctre; 1 097,00;420;327;48; 1 892,00
NHS EAST LANCASHIRE CCG;Padiham Group Practice; 4 778,00; 2 568,00; 4 243,00;132; 11 721,00
NHS EAST LANCASHIRE CCG;Parkside Surgery; 4 525,00;270; 1 680,00;532; 7 007,00
